x, y, theta
9.728197299999999714e+00,8.377892599999999135e+00,1.897877115780785218e+01
9.731028099999999625e+00,8.386147400000000474e+00,1.887877062176709941e+01
9.733844599999999403e+00,8.394406999999999286e+00,1.877877106213684755e+01
9.736646600000000262e+00,8.402671599999999685e+00,1.867877074598119691e+01
9.739434199999999819e+00,8.410940999999999335e+00,1.857877116957702412e+01
9.742207399999999851e+00,8.419215299999999402e+00,1.847877094459159153e+01
9.744966099999999187e+00,8.427494400000000496e+00,1.837877121639096245e+01
9.747710400000000774e+00,8.435778400000000232e+00,1.827877023027940950e+01
9.750440100000000498e+00,8.444067099999999826e+00,1.817877057533295471e+01
9.753155500000000089e+00,8.452360499999999277e+00,1.807877087371680602e+01
9.755856299999999592e+00,8.460658699999999754e+00,1.797877080265881133e+01
9.758542699999999570e+00,8.468961600000000089e+00,1.787877043624707696e+01
9.761214600000000630e+00,8.477269099999999113e+00,1.777877091595332715e+01
9.763871899999999826e+00,8.485581299999999771e+00,1.767877119447886614e+01
9.766514799999999497e+00,8.493898200000000287e+00,1.757877026861548586e+01
9.769143100000000857e+00,8.502219600000000099e+00,1.747877071314879416e+01
9.771756899999999746e+00,8.510545600000000377e+00,1.737877078479054305e+01
9.774356199999999717e+00,8.518876199999999344e+00,1.727877018004965493e+01
9.776940899999999601e+00,8.527211199999999991e+00,1.717877112348593371e+01
9.779511100000000567e+00,8.535550799999999327e+00,1.707877078213366318e+01
9.782066699999999670e+00,8.543894899999999737e+00,1.697877028312825942e+01
9.784607700000000463e+00,8.552243400000000051e+00,1.687877041559638869e+01
9.787134200000000561e+00,8.560596300000000269e+00,1.677877054305979598e+01
9.789646100000000573e+00,8.568953600000000392e+00,1.667877069446403127e+01
9.792143400000000497e+00,8.577315300000000420e+00,1.657877056412700156e+01
9.794626100000000335e+00,8.585681299999999183e+00,1.647877094521875563e+01
9.797094200000000086e+00,8.594051699999999627e+00,1.637877043435734592e+01
9.799547699999999750e+00,8.602426299999999415e+00,1.627877092583272045e+01
9.801986499999999936e+00,8.610805199999999715e+00,1.617877133611908391e+01
9.804410799999999426e+00,8.619188400000000527e+00,1.607877072074618496e+01
9.806820399999999438e+00,8.627575800000000683e+00,1.597877051406650928e+01
9.809215299999999971e+00,8.635967400000000183e+00,1.587877040802449002e+01
9.811595600000000417e+00,8.644363099999999633e+00,1.577877088569723441e+01
9.813961300000000776e+00,8.652763000000000204e+00,1.567877054315457919e+01
9.816312299999999880e+00,8.661167000000000726e+00,1.557877048969069556e+01
9.818648599999999504e+00,8.669575099999999424e+00,1.547877041887807792e+01
9.820970199999999650e+00,8.677987200000000456e+00,1.537877112917413314e+01
9.823277199999999709e+00,8.686403399999999664e+00,1.527877090836370755e+01
9.825569500000000289e+00,8.694823599999999431e+00,1.517877086179179891e+01
9.827847000000000222e+00,8.703247799999999756e+00,1.507877098273047345e+01
9.830109900000000067e+00,8.711676000000000641e+00,1.497877036820390728e+01
9.832357999999999265e+00,8.720108099999999141e+00,1.487877041516193977e+01
9.834591400000000760e+00,8.728544100000000583e+00,1.477877052222093113e+01
9.836810099999999224e+00,8.736983999999999639e+00,1.467877038610249585e+01
9.839014099999999985e+00,8.745427700000000470e+00,1.457877081255254659e+01
9.841203300000000098e+00,8.753875300000000692e+00,1.447877067679383956e+01
9.843377800000000732e+00,8.762326699999999136e+00,1.437877049521074646e+01
9.845537500000000719e+00,8.770781899999999354e+00,1.427877024867659550e+01
9.847682499999999450e+00,8.779240800000000178e+00,1.417877045994333862e+01
9.849812599999999918e+00,8.787703399999999831e+00,1.407877138623697277e+01
9.851928100000000299e+00,8.796169799999999483e+00,1.397877077322782036e+01
9.854028700000000640e+00,8.804639899999999741e+00,1.387877026208282594e+01
9.856114599999999726e+00,8.813113599999999437e+00,1.377877010797608470e+01
9.858185600000000548e+00,8.821590900000000346e+00,1.367877055404913911e+01
9.860241900000000115e+00,8.830071800000000692e+00,1.357877075173186121e+01
9.862283299999999642e+00,8.838556300000000476e+00,1.347877093638800794e+01
9.864309999999999690e+00,8.847044399999999698e+00,1.337877026722686757e+01
9.866321799999999698e+00,8.855535899999999572e+00,1.327877120240693820e+01
9.868318800000000834e+00,8.864031000000000660e+00,1.317877094147705641e+01
9.870300999999999547e+00,8.872529600000000016e+00,1.307877029599995389e+01
9.872268299999999996e+00,8.881031600000000026e+00,1.297877033673042568e+01
9.874220799999999798e+00,8.889537000000000688e+00,1.287877050051607242e+01
9.876158500000000728e+00,8.898045800000000227e+00,1.277877048545966865e+01
9.878081299999999842e+00,8.906558000000000419e+00,1.267877024117822415e+01
9.879989200000000693e+00,8.915073500000000095e+00,1.257877057834254408e+01
9.881882299999999120e+00,8.923592299999999256e+00,1.247877094291706257e+01
9.883760499999999283e+00,8.932114500000000845e+00,1.237877016070626546e+01
9.885623799999999406e+00,8.940639799999999582e+00,1.227877128310460364e+01
9.887472199999999489e+00,8.949168500000000748e+00,1.217877064586201818e+01
9.889305800000000701e+00,8.957700300000000837e+00,1.207877106314249893e+01
9.891124400000000705e+00,8.966235400000000411e+00,1.197877047066162248e+01
9.892928200000000061e+00,8.974773600000000684e+00,1.187877032715580761e+01
9.894716999999999985e+00,8.983314899999999881e+00,1.177877080243167818e+01
9.896490999999999261e+00,8.991859299999999777e+00,1.167877112278179474e+01
9.898250000000000881e+00,9.000406899999999766e+00,1.157877032757838087e+01
9.899994100000000685e+00,9.008957399999999893e+00,1.147877124677995297e+01
9.901723300000000449e+00,9.017511000000000720e+00,1.137877133209106795e+01
9.903437600000000174e+00,9.026067700000000471e+00,1.127877027961698353e+01
9.905136900000000466e+00,9.034627300000000361e+00,1.117877025599177543e+01
9.906821199999999550e+00,9.043189800000000389e+00,1.107877095379685883e+01
9.908490699999999762e+00,9.051755299999999949e+00,1.097877050418921208e+01
9.910145099999999374e+00,9.060323699999999647e+00,1.087877038450769618e+01
9.911784600000000722e+00,9.068894900000000092e+00,1.077877097851755828e+01
9.913409200000000254e+00,9.077469000000000676e+00,1.067877085973520401e+01
9.915018800000000354e+00,9.086045900000000231e+00,1.057877106344726315e+01
9.916613399999999245e+00,9.094625600000000532e+00,1.047877128334196151e+01
9.918193000000000481e+00,9.103208099999999803e+00,1.037877121310727624e+01
9.919757699999999900e+00,9.111793399999999821e+00,1.027877034196194117e+01
9.921307399999999888e+00,9.120381300000000024e+00,1.017877082778140263e+01
9.922841999999999274e+00,9.128971999999999198e+00,1.007877031047203253e+01
9.924361700000000397e+00,9.137565300000000335e+00,9.978770337873724472e+00
9.925866400000000311e+00,9.146161199999999880e+00,9.878770808313307228e+00
9.927356100000000794e+00,9.154759800000000780e+00,9.778770288336716021e+00
9.928830700000000675e+00,9.163360900000000697e+00,9.678770924604922499e+00
9.930290400000000517e+00,9.171964600000000800e+00,9.578770896721833239e+00
9.931734999999999758e+00,9.180570899999999313e+00,9.478770283848190203e+00
9.933164599999999567e+00,9.189179599999999226e+00,9.378770850357261324e+00
9.934579199999999943e+00,9.197790799999999933e+00,9.278771163126098287e+00
9.935978800000000888e+00,9.206404499999999658e+00,9.178770918975375892e+00
9.937363299999999455e+00,9.215020600000000783e+00,9.078771127112421624e+00
9.938732800000000367e+00,9.223639199999999150e+00,8.978770168684668818e+00
9.940087200000000678e+00,9.232260000000000133e+00,8.878771313966192125e+00
9.941426599999999780e+00,9.240883300000000133e+00,8.778770684310799766e+00
9.942750900000000058e+00,9.249508900000000367e+00,8.678770415102860625e+00
9.944060199999999128e+00,9.258136699999999664e+00,8.578771161290962510e+00
9.945354399999999373e+00,9.266766900000000362e+00,8.478770524660843577e+00
9.946633500000000794e+00,9.275399300000000125e+00,8.378770464485757685e+00
9.947897599999999230e+00,9.284033900000000727e+00,8.278770509439105751e+00
9.949146600000000618e+00,9.292670700000000394e+00,8.178770522147891242e+00
9.950380600000000797e+00,9.301309599999999733e+00,8.078771169785264661e+00
9.951599399999999207e+00,9.309950699999999912e+00,7.978771336104710343e+00
9.952803199999999961e+00,9.318593999999999156e+00,7.878770394684463163e+00
9.953991900000000115e+00,9.327239300000000455e+00,7.778770471003706000e+00
9.955165499999999668e+00,9.335886600000000257e+00,7.678771260395937936e+00
9.956324000000000396e+00,9.344536099999999124e+00,7.578770186370780593e+00
9.957467400000000524e+00,9.353187500000000654e+00,7.478770351171270647e+00
9.958595700000000051e+00,9.361840900000000687e+00,7.378770314479043080e+00
9.959708900000000753e+00,9.370496199999999831e+00,7.278770908300426612e+00
9.960806899999999686e+00,9.379153499999999255e+00,7.178770834992054262e+00
9.961889899999999187e+00,9.387812699999999566e+00,7.078770638689130479e+00
9.962957799999999864e+00,9.396473699999999596e+00,6.978771298095057141e+00
9.964010500000000548e+00,9.405136699999999905e+00,6.878770371943321749e+00
9.965048100000000630e+00,9.413801400000000541e+00,6.778770828117213654e+00
9.966070600000000113e+00,9.422467899999999119e+00,6.678771226007983230e+00
9.967078000000000770e+00,9.431136199999999192e+00,6.578771262433642519e+00
9.968070199999999659e+00,9.439806300000000761e+00,6.478770763518345355e+00
9.969047299999999723e+00,9.448478100000000879e+00,6.378770431646053396e+00
9.970009299999999186e+00,9.457151500000000155e+00,6.278771103373447460e+00
9.970956100000000433e+00,9.465826699999999150e+00,6.178770321687083289e+00
9.971887799999999302e+00,9.474503399999999687e+00,6.078771074565289645e+00
9.972804399999999347e+00,9.483181800000000550e+00,5.978770781441270721e+00
9.973705799999999400e+00,9.491861800000000571e+00,5.878770397109399859e+00
9.974591999999999459e+00,9.500543300000000357e+00,5.778770753862927378e+00
9.975463100000000694e+00,9.509226399999999302e+00,5.678770290827855227e+00
9.976319000000000159e+00,9.517910900000000396e+00,5.578771098561181141e+00
9.977159800000000800e+00,9.526597000000000648e+00,5.478770479679663907e+00
9.977985399999999672e+00,9.535284499999999497e+00,5.378770521547159511e+00
9.978795899999999719e+00,9.543973400000000495e+00,5.278770812116150957e+00
9.979591100000000381e+00,9.552663700000000091e+00,5.178771257602765132e+00
9.980371299999999835e+00,9.561355400000000060e+00,5.078771241075845211e+00
9.981136199999999903e+00,9.570048500000000402e+00,4.978770766215615318e+00
9.981885999999999370e+00,9.578742899999999949e+00,4.878770467281012380e+00
9.982620600000000621e+00,9.587438499999999308e+00,4.778771281555556527e+00
9.983340000000000103e+00,9.596135500000000818e+00,4.678770619249283946e+00
9.984044199999999591e+00,9.604833700000000363e+00,4.578770458300028601e+00
9.984733300000000256e+00,9.613533099999999720e+00,4.478770403624598551e+00
9.985407099999999758e+00,9.622233700000000667e+00,4.378770330582865355e+00
9.986065800000000436e+00,9.630935400000000257e+00,4.278770899322164034e+00
9.986709299999999345e+00,9.639638299999999660e+00,4.178770751307650855e+00
9.987337600000000037e+00,9.648342299999999483e+00,4.078770723962957589e+00
9.987950700000000737e+00,9.657047399999999726e+00,3.978770512138728233e+00
9.988548599999999666e+00,9.665753499999999221e+00,3.878770953979764791e+00
9.989131399999999772e+00,9.674460699999999136e+00,3.778770525804688862e+00
9.989698900000000492e+00,9.683168900000000079e+00,3.678770219071942904e+00
9.990251199999999443e+00,9.691878000000000881e+00,3.578770795213181533e+00
9.990788300000000177e+00,9.700588099999999159e+00,3.478770806065260679e+00
9.991310300000000311e+00,9.709299100000000848e+00,3.378771023287006514e+00
9.991816999999999283e+00,9.718011000000000621e+00,3.278771279583375442e+00
9.992308500000000038e+00,9.726723800000000253e+00,3.178771201057962514e+00
9.992784800000000800e+00,9.735437499999999744e+00,3.078770483353176601e+00
9.993245899999999793e+00,9.744151900000000310e+00,2.978771110857673321e+00
9.993691800000000569e+00,9.752867200000000736e+00,2.878770490916972236e+00
9.994122400000000184e+00,9.761583200000000460e+00,2.778770663894291282e+00
9.994537899999999198e+00,9.770299899999999482e+00,2.678771212957530956e+00
9.994938100000000603e+00,9.779017400000000748e+00,2.578770798725706914e+00
9.995323199999999630e+00,9.787735500000000144e+00,2.478771301769455704e+00
9.995692999999999273e+00,9.796454400000000007e+00,2.378770229880735609e+00
9.996047600000000699e+00,9.805173800000000384e+00,2.278770662560083426e+00
9.996386899999999187e+00,9.813893800000000667e+00,2.178771195050928977e+00
9.996711100000000627e+00,9.822614500000000248e+00,2.078770289584197073e+00
9.997019999999999129e+00,9.831335599999999175e+00,1.978771163300637959e+00
9.997313699999999415e+00,9.840057299999999785e+00,1.878771178985598533e+00
9.997592199999999707e+00,9.848779499999999132e+00,1.778771178542839282e+00
9.997855500000000006e+00,9.857502200000000769e+00,1.678770858714873304e+00
9.998103499999999144e+00,9.866225299999999976e+00,1.578771093302176132e+00
9.998336399999999458e+00,9.874948899999999696e+00,1.478770368548504743e+00
9.998554000000000386e+00,9.883672799999999370e+00,1.378770733531161863e+00
9.998756300000000152e+00,9.892397100000000165e+00,1.278770733688632921e+00
9.998943499999999318e+00,9.901121699999999137e+00,1.178771158472266212e+00
9.999115400000000875e+00,9.909846699999999231e+00,1.078770608371707684e+00
9.999272100000000663e+00,9.918571899999999886e+00,9.787710462550813784e-01
9.999413499999999289e+00,9.927297400000000493e+00,8.787710410793001525e-01
9.999539699999999698e+00,9.936023199999999278e+00,7.787702683337485166e-01
9.999650700000000114e+00,9.944749099999999231e+00,6.787707167662890839e-01
9.999746500000000538e+00,9.953475199999999745e+00,5.787709377485680262e-01
9.999826999999999799e+00,9.962201500000000820e+00,4.787706380125187899e-01
9.999892300000000844e+00,9.970927899999999511e+00,3.787706470398771730e-01
9.999942400000000120e+00,9.979654399999999370e+00,2.787706620465715268e-01
9.999977200000000011e+00,9.988381000000000398e+00,1.787703838238703102e-01
9.999996899999999300e+00,9.997107599999999650e+00,7.877064635682184957e-02
1.000000000000000000e+01,1.000000000000000000e+01,4.562616446080993565e-02
